date,publication_date,impfungen_kumulativ,indikation_nach_alter,berufliche_indikation,pflegeheimbewohnerin,differenz_zum_vortag,medizinische_indikation,impfungen_pro_1000_einwohner
2021-01-26,2021-01-27 10:00,68478,25346,40367,13324,,810,27.15341213921447
2021-01-27,2021-01-28 10:00,72621,26909,42815,13328,,849,28.796225692366807
2021-01-28,2021-01-29 10:00,79246,28868,47256,14398,,973,31.423220572799877
2021-01-29,2021-01-30 10:00,86616,32308,50966,17022,,1069,34.34562846242882
2021-01-31,2021-02-01 10:00,86804,32386,51076,17022,,1069,34.420175637903746
2021-02-01,2021-02-02 10:00,89924,34620,52080,18594,,1104,35.657341528764306
2021-02-02,2021-02-03 10:00,93555,36933,53286,19673,,1225,37.09713298700619
2021-02-03,2021-02-04 10:00,97631,38930,55318,20624,,1266,38.713379195707354
2021-02-04,2021-02-05 10:00,101464,41090,56945,21823,,1344,40.23326921483187
2021-02-05,2021-02-06 10:00,105677,43527,58592,22895,,1447,41.90383969502275
2021-02-07,2021-02-08 11:00,106297,43758,58981,23126,,1447,42.14968676307837
2021-02-08,2021-02-09 10:00,109452,46054,59783,24015,,1517,43.40073111745819
2021-02-09,2021-02-10 10:00,113127,48551,60869,25160,,1572,44.85796978698145
2021-02-10,2021-02-11 10:00,120153,51505,64760,26353,,1673,47.64397220659243
2021-02-11,2021-02-12 10:00,128648,54500,70103,27552,,1809,51.01247356648359
2021-02-12,2021-02-13 08:00,136544,57381,75639,28633,,1942,54.143454936430686
2021-02-14,2021-02-15 08:00,136659,57500,74938,28614,,1969,54.189055602279716
2021-02-15,2021-02-16 08:00,140118,59720,76079,29936,,2020,55.56064432551262
2021-02-16,2021-02-17 10:00,142954,61603,76899,31016,,2077,56.68519639810253
2021-02-17,2021-02-18 08:00,146665,63398,78600,32169,,2222,58.15671005867418
2021-02-18,2021-02-19 08:00,151129,65627,80783,33699,,2357,59.92680894867467
2021-02-19,2021-02-20 08:00,154623,67196,82617,33725,,2444,61.31227613542684
2021-02-21,2021-02-22 08:00,154623,67196,82617,33725,,2444,61.31227613542684
2021-02-22,2021-02-23 08:00,159245,69512,84720,35184,,2599,63.1450263750286
2021-02-23,2021-02-24 08:00,163498,71454,86835,36117,,2758,64.83145795638436
2021-02-24,2021-02-25 08:00,168454,73379,89594,36999,,3015,66.79664839071285
2021-02-25,2021-02-26 10:00,173387,75139,92157,37350,,3326,68.75271869187154
2021-02-26,2021-02-27 08:00,179019,76914,95475,38267,,3863,70.98596173588649
2021-02-28,2021-03-01 08:00,179020,76914,95476,38267,,3863,70.98635826341561
2021-03-01,2021-03-02 08:00,184111,78662,98072,38682,,4581,73.00507991417558
2021-03-02,2021-03-03 10:00,189024,80024,100831,38913,,5293,74.95321966475184
2021-03-03,2021-03-04 08:00,194149,81370,103754,39055,,6161,76.98542325150194
2021-03-04,2021-03-05 08:00,199522,82668,107018,39264,,6943,79.1159656654743
2021-03-05,2021-03-06 08:00,206480,84175,111281,40030,,7808,81.875004213105
2021-03-07,2021-03-08 08:00,206864,84540,111296,40403,,7812,82.02727078428784
2021-03-08,2021-03-09 08:00,213360,87860,114727,40516,,8662,84.60311361346417
2021-03-09,2021-03-10 08:00,221198,92274,117484,41020,,9422,87.71109638672219
2021-03-10,2021-03-11 08:00,230157,96613,120916,41398,,10559,91.26358652012595
2021-03-11,2021-03-12 08:00,242547,102484,125969,41717,,12085,96.1765626059472
2021-03-12,2021-03-13 08:00,253167,107530,130051,41873,,13681,100.38768496522255
2021-03-14,2021-03-15 08:00,261971,112312,132886,42334,,15038,103.8787133316124
2021-03-15,2021-03-16 08:00,268143,115976,134191,42710,,16370,106.32608124135322
2021-03-16,2021-03-17 08:00,276455,120727,136351,43785,,17733,109.62201806341506
2021-03-17,2021-03-18 08:00,286301,127919,137278,44290,,19522,113.52622811515
2021-03-18,2021-03-19 08:00,295379,134744,138208,44091,,20761,117.12590502451928
2021-03-19,2021-03-20 08:00,303755,140575,139422,44394,,21953,120.44721960844493
2021-03-21,2021-03-22 08:00,311023,145811,140459,44399,,23148,123.32918169010343
2021-03-22,2021-03-23 08:00,317952,150912,141308,44464,,24172,126.07672093938957
2021-03-23,2021-03-24 08:00,332742,158937,142459,44640,,26305,131.94136309510355
2021-03-24,2021-03-25 08:00,348612,167873,144637,44985,,28785,138.23425498226928
2021-03-25,2021-03-26 08:00,364244,176824,146863,45459,,31464,144.43277331750394
2021-03-26,2021-03-27 08:00,372815,186946,149312,45794,,34203,147.8314107696084
2021-03-28,2021-03-29 08:00,390474,194074,150319,45812,,35686,154.8336904063733
2021-03-29,2021-03-30 08:00,401499,199894,151973,46265,,37906,159.20540641494307
2021-03-30,2021-03-31 08:00,416657,206977,153216,46580,,40360,165.21597070137392
2021-03-31,2021-04-01 08:00,433217,216169,154978,46863,,42572,171.7824665836338
2021-04-02,2021-04-03 08:00,448757,224874,156773,47210,,45525,177.94450438618927
2021-04-05,2021-04-06 08:00,456161,230030,157711,47227,,46881,180.88039421180835
